id,observed_on,datetime_str,place_guess,latitude,longitude,taxon_id,scientific_name,preferred_common_name,iconic_taxon_name,image_urls,trail_id,location_id
310925237,2025-09-01,2025-09-01T18:32:36-07:00,"Lower Yosemite Fall Trail, Coulterville, CA, US",37.7487758361,-119.5929144045,76447,Cornus nuttallii,Pacific Dogwood,Plantae,https://inaturalist-open-data.s3.amazonaws.com/photos/561217279/square.jpg,,1
310925216,2025-09-01,2025-09-01T16:36:16-07:00,"Lower Yosemite Fall Trail, Coulterville, CA, US",37.7459616667,-119.5968783333,8234,Cyanocitta stelleri,Steller's Jay,Aves,https://inaturalist-open-data.s3.amazonaws.com/photos/561217237/square.jpg,508,1
310925270,2025-09-01,2025-09-01T16:29:46-07:00,"Northside Dr, Coulterville, CA, US",37.7454499713,-119.594328714,47561,Pinus,pines,Plantae,https://inaturalist-open-data.s3.amazonaws.com/photos/561217365/square.jpg,118,1
310901158,2025-09-01,2025-09-01T16:27:32-07:00,"Cook's Meadow Loop, Coulterville, CA, US",37.7444234491,-119.5933883173,52681,Pteridium aquilinum,common bracken,Plantae,https://inaturalist-open-data.s3.amazonaws.com/photos/561168118/square.jpg,903,1
310900365,2025-09-01,2025-09-01T16:23:20-07:00,"Cook's Meadow Loop, Coulterville, CA, US",37.7440217045,-119.591681678,58827,Euthamia,grass-leaved goldenrods,Plantae,https://inaturalist-open-data.s3.amazonaws.com/photos/561217320/square.jpg,46,1
310912066,2025-09-01,2025-09-01T14:27:29-07:00,"The Ahwahnee, Yosemite Valley, CA 95389, USA",37.7462671677,-119.574576728,8234,Cyanocitta stelleri,Steller's Jay,Aves,https://inaturalist-open-data.s3.amazonaws.com/photos/561190503/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/561190678/square.jpg,722,1
310912409,2025-09-01,2025-09-01T13:43:35-07:00,"Yosemite National Park, Mariposa County, US-CA, US",37.746279628,-119.5744895563,10325,Euphagus cyanocephalus,Brewer's Blackbird,Aves,https://inaturalist-open-data.s3.amazonaws.com/photos/561191069/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/561191272/square.jpg,,1
310918689,2025-09-01,2025-09-01T13:11:31-07:00,"Tuolumne Grove Road, Groveland, CA, US",37.7608966667,-119.8057783333,143799,Sambucus cerulea,blue elder,Plantae,https://inaturalist-open-data.s3.amazonaws.com/photos/561203555/square.jpg,,1
310827210,2025-09-01,2025-09-01T07:16:49-07:00,"Forest Dr, Yosemite National Park, CA, US",37.5413333333,-119.6473383333,308235,Polystoechotes punctata,,Insecta,https://static.inaturalist.org/photos/561026834/square.jpg,,1
310683828,2025-08-31,2025-08-31T19:02:12-07:00,"Yosemite National Park, Mariposa County, US-CA, US",37.83154173,-119.49516749,79470,Vaccinium cespitosum,dwarf bilberry,Plantae,https://inaturalist-open-data.s3.amazonaws.com/photos/560755085/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560755116/square.jpg,,1
310701418,2025-08-31,2025-08-31T19:00:45-07:00,"Yosemite National Park, Groveland, CA, US",37.874655,-119.38772,49340,Castilleja,Paintbrushes,Plantae,https://static.inaturalist.org/photos/560788526/square.jpg,,1
310675947,2025-08-31,2025-08-31T18:29:50-07:00,"Fish Camp, CA 93623, USA",37.504227,-119.6054259997,47746,Equisetum,horsetails,Plantae,https://inaturalist-open-data.s3.amazonaws.com/photos/560740233/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560740303/square.jpg,30,1
310676038,2025-08-31,2025-08-31T18:29:35-07:00,"Fish Camp, CA 93623, USA",37.5040935997,-119.6051815997,120064,Galeruca rudis,,Insecta,https://inaturalist-open-data.s3.amazonaws.com/photos/560740426/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560740495/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560740573/square.jpg,30,1
310676227,2025-08-31,2025-08-31T18:05:41-07:00,"Fish Camp, CA 93623, USA",37.506157934,-119.5965530723,53453,Salix,Willows,Plantae,https://inaturalist-open-data.s3.amazonaws.com/photos/560740933/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560741030/square.jpg,435,1
310676322,2025-08-31,2025-08-31T18:04:23-07:00,"Fish Camp, CA 93623, USA",37.5063256997,-119.5983322,48678,Solidago,goldenrods,Plantae,https://inaturalist-open-data.s3.amazonaws.com/photos/560741136/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560741242/square.jpg,435,1
310676381,2025-08-31,2025-08-31T18:02:00-07:00,"Fish Camp, CA 93623, USA",37.5063807,-119.5970449997,60369,Pyrola,wintergreens,Plantae,https://inaturalist-open-data.s3.amazonaws.com/photos/560741359/square.jpg,435,1
310676569,2025-08-31,2025-08-31T18:01:19-07:00,"Fish Camp, CA 93623, USA",37.5063807,-119.5970449997,62228,Ceanothus cordulatus,mountain whitethorn,Plantae,https://inaturalist-open-data.s3.amazonaws.com/photos/560747990/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560748026/square.jpg,435,1
310676750,2025-08-31,2025-08-31T18:00:45-07:00,"Fish Camp, CA 93623, USA",37.5065181,-119.5970678997,53060,Galium,bedstraws,Plantae,https://inaturalist-open-data.s3.amazonaws.com/photos/560748097/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560748148/square.jpg,435,1
310680232,2025-08-31,2025-08-31T17:59:24-07:00,"Fish Camp, CA 93623, USA",37.5072817,-119.5978192997,40151,Mammalia,Mammals,Mammalia,https://inaturalist-open-data.s3.amazonaws.com/photos/560748216/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560748277/square.jpg,435,1
310680292,2025-08-31,2025-08-31T17:56:23-07:00,"Fish Camp, CA 93623, USA",37.5086180997,-119.5980454,62227,Ceanothus integerrimus,deerbrush ceanothus,Plantae,https://inaturalist-open-data.s3.amazonaws.com/photos/560748317/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560748368/square.jpg,435,1
310680357,2025-08-31,2025-08-31T17:55:31-07:00,"Fish Camp, CA 93623, USA",37.5085258318,-119.5987558365,77230,Gayophytum diffusum,Diffuse Groundsmoke,Plantae,https://inaturalist-open-data.s3.amazonaws.com/photos/560748540/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560748589/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560748632/square.jpg,435,1
310680475,2025-08-31,2025-08-31T17:53:56-07:00,"Fish Camp, CA 93623, USA",37.5088740997,-119.6006514,64040,Pinus lambertiana,sugar pine,Plantae,https://inaturalist-open-data.s3.amazonaws.com/photos/560748791/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560748834/square.jpg,435,1
310683811,2025-08-31,2025-08-31T17:53:04-07:00,"Yosemite National Park, Tuolumne County, US-CA, US",37.88062562,-119.2991581,194385,Lactarius deterrimus,Orange-latex Milky,Fungi,https://inaturalist-open-data.s3.amazonaws.com/photos/560755057/square.jpg,,1
310635281,2025-08-31,2025-08-31T16:50:05-07:00,"Fish Camp, CA 93623, USA",37.519027,-119.6011359997,861037,Protobalanus,North America intermediate oaks,Plantae,https://inaturalist-open-data.s3.amazonaws.com/photos/560656543/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560656592/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560656622/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560656663/square.jpg,,1
310683788,2025-08-31,2025-08-31T16:31:44-07:00,"Yosemite National Park, Tuolumne County, US-CA, US",37.89002012,-119.26299392,499604,Cortinarius thiersii,,Fungi,https://inaturalist-open-data.s3.amazonaws.com/photos/560755022/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560755041/square.jpg,691,1
311012949,2025-08-31,2025-08-31T16:29:07-07:00,"Yosemite National Park, Yosemite National Park, CA, US",37.7241866667,-119.6335833333,63001,Lessingia leptoclada,Sierra lessingia,Plantae,https://inaturalist-open-data.s3.amazonaws.com/photos/561388514/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/561388552/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/561388606/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/561388636/square.jpg,547,1
310701598,2025-08-31,2025-08-31T16:19:26-07:00,"Yosemite National Park, Groveland, CA, US",37.8793,-119.393525,154105,Lecidea fuscoatra,,Fungi,https://static.inaturalist.org/photos/560788921/square.jpg|https://static.inaturalist.org/photos/560788993/square.jpg|https://static.inaturalist.org/photos/560789054/square.jpg|https://static.inaturalist.org/photos/560789162/square.jpg,,1
310683773,2025-08-31,2025-08-31T16:10:36-07:00,"Yosemite National Park, Tuolumne County, US-CA, US",37.88899306,-119.2621207,741865,Hygrophorus siccipes,Coppery Waxcap,Fungi,https://inaturalist-open-data.s3.amazonaws.com/photos/560754985/square.jpg,,1
310683746,2025-08-31,2025-08-31T16:07:15-07:00,"Yosemite National Park, Tuolumne County, US-CA, US",37.88903267,-119.26180792,63496,Suillus brevipes,Short-stalked Suillus,Fungi,https://inaturalist-open-data.s3.amazonaws.com/photos/560754939/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560754964/square.jpg,,1
310635382,2025-08-31,2025-08-31T15:50:26-07:00,"Fish Camp, CA 93623, USA",37.5190063,-119.6011009997,4756,Cathartes aura,Turkey Vulture,Aves,https://inaturalist-open-data.s3.amazonaws.com/photos/560656872/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560656918/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560656961/square.jpg,,1
310635438,2025-08-31,2025-08-31T15:50:12-07:00,"Fish Camp, CA 93623, USA",37.5190071997,-119.6011053,57933,Ericameria,goldenbushes,Plantae,https://inaturalist-open-data.s3.amazonaws.com/photos/560657066/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560657108/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560657135/square.jpg,,1
310635503,2025-08-31,2025-08-31T15:48:29-07:00,"Fish Camp, CA 93623, USA",37.5185838,-119.601082,71075,Cordylanthus tenuis,slender bird's beak,Plantae,https://inaturalist-open-data.s3.amazonaws.com/photos/560657194/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560657235/square.jpg,792,1
310635569,2025-08-31,2025-08-31T15:48:15-07:00,"Fish Camp, CA 93623, USA",37.5184959997,-119.6011232997,53723,Calocedrus decurrens,California incense-cedar,Plantae,https://inaturalist-open-data.s3.amazonaws.com/photos/560657327/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560657374/square.jpg,792,1
310683730,2025-08-31,2025-08-31T15:36:35-07:00,"Yosemite National Park, Tuolumne County, US-CA, US",37.88655548,-119.26024898,42220,Odocoileus hemionus,Mule Deer,Mammalia,https://inaturalist-open-data.s3.amazonaws.com/photos/560754922/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560800716/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560800786/square.jpg,,1
310683715,2025-08-31,2025-08-31T15:33:22-07:00,"Yosemite National Park, Tuolumne County, US-CA, US",37.88655779,-119.26045391,63108,Hygrophorus,Woodwaxes,Fungi,https://inaturalist-open-data.s3.amazonaws.com/photos/560754889/square.jpg,,1
310635836,2025-08-31,2025-08-31T15:30:14-07:00,"Fish Camp, CA 93623, USA",37.5162064209,-119.5977007225,47179,Arctostaphylos,bearberries and manzanitas,Plantae,https://inaturalist-open-data.s3.amazonaws.com/photos/560657885/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560657921/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560657945/square.jpg,,1
310636235,2025-08-31,2025-08-31T15:22:57-07:00,"Fish Camp, CA 93623, USA",37.5147411063,-119.597973302,51646,Rubus parviflorus,thimbleberry,Plantae,https://inaturalist-open-data.s3.amazonaws.com/photos/560658817/square.jpg,27,1
310636420,2025-08-31,2025-08-31T15:19:10-07:00,"Fish Camp, CA 93623, USA",37.5146865997,-119.6009197997,415343,Rosoideae,"brambles, roses, strawberries, and allies",Plantae,https://inaturalist-open-data.s3.amazonaws.com/photos/560659178/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560659222/square.jpg,,1
310636358,2025-08-31,2025-08-31T15:19:10-07:00,"Fish Camp, CA 93623, USA",37.5146865997,-119.6009197997,56854,Adenocaulon bicolor,American trailplant,Plantae,https://inaturalist-open-data.s3.amazonaws.com/photos/560659003/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560659041/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560659071/square.jpg,,1
310683691,2025-08-31,2025-08-31T14:50:39-07:00,"Yosemite National Park, Tuolumne County, US-CA, US",37.88769328,-119.26563612,118157,Suillus tomentosus,Blue-staining Slippery Jack,Fungi,https://inaturalist-open-data.s3.amazonaws.com/photos/560754839/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560754860/square.jpg,,1
310797235,2025-08-31,2025-08-31T14:39:02-07:00,"Coulterville, CA, US",37.7300122725,-119.5735083561,797562,Sceloporinae,Sceloporine Lizards,Reptilia,https://inaturalist-open-data.s3.amazonaws.com/photos/560969775/square.jpg,,1
310797215,2025-08-31,2025-08-31T14:38:39-07:00,"Coulterville, CA, US",37.7300879612,-119.573459941,36141,Sceloporus,Spiny Lizards,Reptilia,https://inaturalist-open-data.s3.amazonaws.com/photos/560969725/square.jpg,,1
310797188,2025-08-31,2025-08-31T14:14:57-07:00,"Yosemite National Park, Mariposa County, US-CA, US",37.7307003829,-119.5738439476,797562,Sceloporinae,Sceloporine Lizards,Reptilia,https://inaturalist-open-data.s3.amazonaws.com/photos/560969678/square.jpg,,1
310622069,2025-08-31,2025-08-31T13:01:18-07:00,"Merced River, Coulterville, CA, US",37.7425783333,-119.5933,48549,Vanessa virginiensis,American Lady,Insecta,https://static.inaturalist.org/photos/560630742/square.jpg|https://static.inaturalist.org/photos/560630357/square.jpg|https://static.inaturalist.org/photos/560631025/square.jpg|https://static.inaturalist.org/photos/560631568/square.jpg|https://static.inaturalist.org/photos/560631977/square.jpg|https://static.inaturalist.org/photos/560632223/square.jpg|https://static.inaturalist.org/photos/560632545/square.jpg,358,1
310637191,2025-08-31,2025-08-31T12:56:54-07:00,"El Captain Picnic Area, California 95389美國",37.7279222222,-119.6206666667,10325,Euphagus cyanocephalus,Brewer's Blackbird,Aves,https://inaturalist-open-data.s3.amazonaws.com/photos/560660823/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560660859/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560660899/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560660933/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560661334/square.jpg,503,1
310624332,2025-08-31,2025-08-31T12:56:52-07:00,"Merced River, Coulterville, CA, US",37.7427,-119.59327,67560,Adelpha californica,California Sister,Insecta,https://static.inaturalist.org/photos/560636718/square.jpg|https://static.inaturalist.org/photos/560637399/square.jpg|https://static.inaturalist.org/photos/560637756/square.jpg|https://static.inaturalist.org/photos/560638164/square.jpg|https://static.inaturalist.org/photos/560638784/square.jpg,358,1
310957527,2025-08-31,2025-08-31T11:11:46-07:00,"N Pines Campground Rd, Coulterville, CA, US",37.74288,-119.5672916667,59892,Prionus californicus,California Root Borer,Insecta,https://inaturalist-open-data.s3.amazonaws.com/photos/561277967/square.jpg,,1
310952077,2025-08-31,2025-08-31T11:04:28-07:00,"Groveland, CA, US",37.870930299,-119.4099603187,47169,Basidiomycota,Basidiomycete Fungi,Fungi,https://inaturalist-open-data.s3.amazonaws.com/photos/561268211/square.jpg,,1
310633294,2025-08-31,2025-08-31T10:48:28-07:00,"Yosemite National Park, Mariposa County, US-CA, US",37.5063562107,-119.6311585256,51558,Bombyliidae,Bee Flies,Insecta,https://static.inaturalist.org/photos/560652259/square.jpg,,1
310546269,2025-08-31,2025-08-31T10:14:27-07:00,"YOSEMITE NATIONAL PARK, CA 95389美國",37.6825055556,-119.7336611111,8010,Corvus corax,Common Raven,Aves,https://inaturalist-open-data.s3.amazonaws.com/photos/560489629/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560489883/square.jpg,,1
310628532,2025-08-31,2025-08-31T09:33:36-07:00,"Upper Yosemite Fall Trailhead, Coulterville, CA, US",37.750225,-119.5953833333,8234,Cyanocitta stelleri,Steller's Jay,Aves,https://static.inaturalist.org/photos/560642868/square.jpg|https://static.inaturalist.org/photos/560643323/square.jpg|https://static.inaturalist.org/photos/560643838/square.jpg|https://static.inaturalist.org/photos/560644491/square.jpg|https://static.inaturalist.org/photos/560645336/square.jpg,454,1
310424194,2025-08-30,2025-08-30T19:37:26-07:00,"Yosemite Valley Lodge, Coulterville, CA, US",37.7425116667,-119.5986466667,48461,Pinus ponderosa,Western Ponderosa Pine,Plantae,https://static.inaturalist.org/photos/560260807/square.jpg|https://static.inaturalist.org/photos/560260823/square.jpg,,1
310509525,2025-08-30,2025-08-30T19:35:07-07:00,"Mariposa County, CA, USA",37.7218554997,-119.5389301997,64116,Ageratina,snakeroots,Plantae,https://inaturalist-open-data.s3.amazonaws.com/photos/560417526/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560417632/square.jpg,52,1
310509633,2025-08-30,2025-08-30T19:34:50-07:00,"Mariposa County, CA, USA",37.7218733997,-119.5386634997,53502,Brickellia,brickellbushes,Plantae,https://inaturalist-open-data.s3.amazonaws.com/photos/560417813/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560417873/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560417951/square.jpg,52,1
310509907,2025-08-30,2025-08-30T19:34:28-07:00,"Mariposa County, CA, USA",37.7218567997,-119.5383585997,52667,Adiantum aleuticum,western maidenhair fern,Plantae,https://inaturalist-open-data.s3.amazonaws.com/photos/560418298/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560418393/square.jpg,52,1
310510148,2025-08-30,2025-08-30T19:33:56-07:00,"Mariposa County, CA, USA",37.7218481997,-119.5383463997,52834,Anaphalis,everlastings,Plantae,https://inaturalist-open-data.s3.amazonaws.com/photos/560418699/square.jpg,52,1
310510038,2025-08-30,2025-08-30T19:33:56-07:00,"Mariposa County, CA, USA",37.7218481997,-119.5383463997,76148,Castilleja miniata,giant red paintbrush,Plantae,https://inaturalist-open-data.s3.amazonaws.com/photos/560418508/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560418580/square.jpg,52,1
310510192,2025-08-30,2025-08-30T19:33:44-07:00,"Mariposa County, CA, USA",37.7217859,-119.5383053,48256,Pseudotsuga menziesii,Douglas-fir,Plantae,https://inaturalist-open-data.s3.amazonaws.com/photos/560418818/square.jpg,52,1
310510303,2025-08-30,2025-08-30T19:33:25-07:00,"Mariposa County, CA, USA",37.7216736,-119.5380183,76148,Castilleja miniata,giant red paintbrush,Plantae,https://inaturalist-open-data.s3.amazonaws.com/photos/560418996/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560419038/square.jpg,52,1
310510589,2025-08-30,2025-08-30T19:32:54-07:00,"Mariposa County, CA, USA",37.7219560524,-119.5382331312,632790,Asteroideae,,Plantae,https://inaturalist-open-data.s3.amazonaws.com/photos/560419515/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560419598/square.jpg,52,1
310510781,2025-08-30,2025-08-30T19:31:08-07:00,"Mariposa County, CA, USA",37.7217598,-119.5370386,52821,Achillea millefolium,common yarrow,Plantae,https://inaturalist-open-data.s3.amazonaws.com/photos/560420011/square.jpg,52,1
310511082,2025-08-30,2025-08-30T19:31:04-07:00,"Yosemite National Park, Mariposa County, US-CA, US",37.7217563997,-119.5366539997,48244,Aquilegia formosa,western columbine,Plantae,https://inaturalist-open-data.s3.amazonaws.com/photos/560420450/square.jpg,479,1
310511033,2025-08-30,2025-08-30T19:30:32-07:00,"Mariposa County, CA, USA",37.721861376,-119.5373885706,48385,Heuchera,alumroots,Plantae,https://inaturalist-open-data.s3.amazonaws.com/photos/560420337/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560420384/square.jpg,52,1
310511148,2025-08-30,2025-08-30T19:21:44-07:00,"Mariposa County, CA, USA",37.7245982997,-119.5330862997,63960,Rubus leucodermis,whitebark raspberry,Plantae,https://inaturalist-open-data.s3.amazonaws.com/photos/560420565/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560420626/square.jpg,490,1
310511538,2025-08-30,2025-08-30T19:21:09-07:00,"Mariposa County, CA, USA",37.7248731997,-119.5328582,52146,Penstemon newberryi,Mountain Pride,Plantae,https://inaturalist-open-data.s3.amazonaws.com/photos/560421262/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560421349/square.jpg,388,1
310511614,2025-08-30,2025-08-30T18:41:56-07:00,"Mariposa County, CA, USA",37.7266976,-119.5297663997,36141,Sceloporus,Spiny Lizards,Reptilia,https://inaturalist-open-data.s3.amazonaws.com/photos/560421463/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560421544/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560421622/square.jpg,916,1
310561567,2025-08-30,2025-08-30T18:33:15-07:00,美國加利福尼亞馬里波薩郡,37.7152888889,-119.6765416667,180007,Otospermophilus beecheyi,California Ground Squirrel,Mammalia,https://inaturalist-open-data.s3.amazonaws.com/photos/560517301/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560517354/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560517423/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560517484/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560517560/square.jpg,90,1
310512209,2025-08-30,2025-08-30T18:28:55-07:00,"Mariposa County, CA, USA",37.7276321708,-119.5287941024,7998,Corvus,Crows and Ravens,Aves,https://inaturalist-open-data.s3.amazonaws.com/photos/560422544/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560422615/square.jpg,916,1
310534575,2025-08-30,2025-08-30T18:21:20-07:00,"Mariposa County, CA, USA",37.7321995,-119.5202529,52792,Elymus,wild ryes and wheatgrasses,Plantae,https://inaturalist-open-data.s3.amazonaws.com/photos/560464872/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560464934/square.jpg,916,1
310535190,2025-08-30,2025-08-30T18:11:39-07:00,"Mariposa County, CA, USA",37.7353972,-119.5143252997,47130,Ribes,currants and gooseberries,Plantae,https://inaturalist-open-data.s3.amazonaws.com/photos/560466018/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560466088/square.jpg,916,1
310535268,2025-08-30,2025-08-30T18:10:57-07:00,"Mariposa County, CA, USA",37.7353972,-119.5143252997,118051,Cryptoporus volvatus,Veiled Polypore,Fungi,https://inaturalist-open-data.s3.amazonaws.com/photos/560466258/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560466308/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560466369/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560466506/square.jpg,916,1
310405073,2025-08-30,2025-08-30T18:09:31-07:00,美國加利福尼亞馬里波薩郡,37.7174694444,-119.6481888889,5074,Aquila chrysaetos,Golden Eagle,Aves,https://inaturalist-open-data.s3.amazonaws.com/photos/560224105/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560224122/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560224143/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560224173/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560224189/square.jpg,,1
310535977,2025-08-30,2025-08-30T18:06:08-07:00,"Mariposa County, CA, USA",37.7375505439,-119.515052475,47121,Lupinus,lupines,Plantae,https://inaturalist-open-data.s3.amazonaws.com/photos/560467334/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560467407/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560467468/square.jpg,916,1
310536604,2025-08-30,2025-08-30T18:04:41-07:00,"Mariposa County, CA, USA",37.7374821,-119.5149018,50842,Hosackia,,Plantae,https://inaturalist-open-data.s3.amazonaws.com/photos/560468700/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560469036/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560469093/square.jpg,916,1
310536501,2025-08-30,2025-08-30T18:04:38-07:00,"Mariposa County, CA, USA",37.737445,-119.5148075997,47434,Poaceae,grasses,Plantae,https://inaturalist-open-data.s3.amazonaws.com/photos/560468520/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560468590/square.jpg,916,1
310537039,2025-08-30,2025-08-30T18:04:20-07:00,"Mariposa County, CA, USA",37.737976,-119.5145217,53078,Pseudognaphalium,rabbit-tobaccos,Plantae,https://inaturalist-open-data.s3.amazonaws.com/photos/560470253/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560470329/square.jpg,916,1
310537296,2025-08-30,2025-08-30T18:03:28-07:00,"Mariposa County, CA, USA",37.7410980847,-119.5123695955,55910,Hieracium,hawkweeds,Plantae,https://inaturalist-open-data.s3.amazonaws.com/photos/560469975/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560470089/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560470143/square.jpg,916,1
310562991,2025-08-30,2025-08-30T18:00:28-07:00,美國加利福尼亞馬里波薩郡,37.716475,-119.6513833333,10325,Euphagus cyanocephalus,Brewer's Blackbird,Aves,https://inaturalist-open-data.s3.amazonaws.com/photos/560574422/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560574460/square.jpg,,1
310562090,2025-08-30,2025-08-30T17:55:18-07:00,美國加利福尼亞馬里波薩郡,37.7168777778,-119.6512555556,8010,Corvus corax,Common Raven,Aves,https://inaturalist-open-data.s3.amazonaws.com/photos/560518307/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560518395/square.jpg,955,1
310537587,2025-08-30,2025-08-30T17:53:21-07:00,"Mariposa County, CA, USA",37.7409863,-119.5139468997,50259,Arceuthobium,Dwarf-Mistletoes,Plantae,https://inaturalist-open-data.s3.amazonaws.com/photos/560470451/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560470523/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560470584/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560470676/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560470733/square.jpg,916,1
310544700,2025-08-30,2025-08-30T17:50:05-07:00,"Mariposa County, CA, USA",37.7411123997,-119.5138938,51901,Antennaria,pussytoes,Plantae,https://inaturalist-open-data.s3.amazonaws.com/photos/560483281/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560483471/square.jpg,916,1
310547097,2025-08-30,2025-08-30T17:48:26-07:00,"Mariposa County, CA, USA",37.7406987,-119.5128796,49919,Quercus kelloggii,California black oak,Plantae,https://inaturalist-open-data.s3.amazonaws.com/photos/560488464/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560488605/square.jpg,916,1
310547344,2025-08-30,2025-08-30T17:47:47-07:00,"Mariposa County, CA, USA",37.7406987,-119.5128796,1278,Odontophoridae,New World Quails,Aves,https://inaturalist-open-data.s3.amazonaws.com/photos/560488992/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560489307/square.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/560489547/square.jpg,916,1
310380784,2025-08-30,2025-08-30T17:40:06-07:00,"Yosemite National Park, Groveland, CA, US",37.9141,-119.2670133333,43188,Ochotona princeps,American Pika,Mammalia,https://static.inaturalist.org/photos/560175391/square.jpg|https://static.inaturalist.org/photos/560175344/square.jpg,59,1
