id,name,preferred_common_name,rank,iconic_taxon_name,ancestor_ids,photo_url
371962,Lampropeltis zonata,California Mountain Kingsnake,species,Reptilia,"48460,1,2,355675,26036,26172,85553,26504,797520,29768",https://static.inaturalist.org/photos/505474416/medium.jpg
53078,Pseudognaphalium,rabbit-tobaccos,genus,Plantae,"48460,47126,211194,47125,47124,47605,47604,632790,324787,1410494",https://inaturalist-open-data.s3.amazonaws.com/photos/49732889/medium.jpg
48419,Amanita,amanita mushrooms,genus,Fungi,"48460,47170,47169,492000,50814,1094814,47167,785522,118249,1149497",https://inaturalist-open-data.s3.amazonaws.com/photos/448681419/medium.jpg
7458,Certhia americana,Brown Creeper,species,Aves,"48460,1,2,355675,3,7251,7448,7449",https://static.inaturalist.org/photos/31423761/medium.jpg
57893,Amaranthus albus,prostrate pigweed,species,Plantae,"48460,47126,211194,47125,47124,47366,52327,929251,52326",https://static.inaturalist.org/photos/2165585/medium.jpg
143470,Alopecosa kochi,Koch's Wolf Spider,species,Arachnida,"48460,1,47120,245097,47119,47118,120474,342614,1529315,1529320,367161,47416,1235357,143471",https://inaturalist-open-data.s3.amazonaws.com/photos/177303507/medium.jpg
1431249,Peromyscus gambelii,Gambel's Deer Mouse,species,Mammalia,"48460,1,2,355675,40151,848317,848320,848323,43698,870778,488924,55986,325776,1596087,44349",https://static.inaturalist.org/photos/145157374/medium.jpg
57049,Acmispon americanus,Spanish clover,species,Plantae,"48460,47126,211194,47125,47124,47123,47122,507502,533443,64336",https://inaturalist-open-data.s3.amazonaws.com/photos/76010957/medium.jpeg
1240,Dendragapus,Blue Grouse,genus,Aves,"48460,1,2,355675,3,573,574",https://inaturalist-open-data.s3.amazonaws.com/photos/102462413/medium.jpg
1278,Odontophoridae,New World Quails,family,Aves,"48460,1,2,355675,3,573",https://static.inaturalist.org/photos/166080190/medium.jpeg
117887,Physcia,rosette lichens,genus,Fungi,"48460,47170,48250,372740,54743,952186,372828,60717",https://static.inaturalist.org/photos/31138381/medium.jpg
51558,Bombyliidae,Bee Flies,family,Insecta,"48460,1,47120,372739,47158,184884,47822,48091,372865,354603",https://inaturalist-open-data.s3.amazonaws.com/photos/71752536/medium.jpg
72797,Dendragapus fuliginosus,Sooty Grouse,species,Aves,"48460,1,2,355675,3,573,574,1240",https://inaturalist-open-data.s3.amazonaws.com/photos/210776245/medium.jpg
48987,Hippodamia convergens,Convergent Lady Beetle,species,Insecta,"48460,1,47120,372739,47158,184884,47208,71130,372852,471714,48486,333790,333796,48988",https://static.inaturalist.org/photos/1114606/medium.JPG
57933,Ericameria,goldenbushes,genus,Plantae,"48460,47126,211194,47125,47124,47605,47604,632790,461542,901804",https://inaturalist-open-data.s3.amazonaws.com/photos/164222475/medium.jpg
9176,Zonotrichia leucophrys,White-crowned Sparrow,species,Aves,"48460,1,2,355675,3,7251,559248,9175",https://inaturalist-open-data.s3.amazonaws.com/photos/27928/medium.jpg
47906,Asclepias,milkweeds,genus,Plantae,"48460,47126,211194,47125,47124,47363,47362,373579,632307,632069",https://inaturalist-open-data.s3.amazonaws.com/photos/79983188/medium.jpeg
47179,Arctostaphylos,bearberries and manzanitas,genus,Plantae,"48460,47126,211194,47125,47124,47181,133387,571287",https://inaturalist-open-data.s3.amazonaws.com/photos/8370/medium.jpg
55624,Acronicta,Dagger Moths,genus,Insecta,"48460,1,47120,372739,47158,184884,47157,47607,48670,122465",https://inaturalist-open-data.s3.amazonaws.com/photos/2173939/medium.jpg
12951,Myadestes townsendi,Townsend's Solitaire,species,Aves,"48460,1,2,355675,3,7251,15977,12947",https://inaturalist-open-data.s3.amazonaws.com/photos/197300966/medium.jpg
638209,Junco hyemalis thurberi,Sierra Oregon Junco,subspecies,Aves,"48460,1,2,355675,3,7251,559248,10093,10094",https://inaturalist-open-data.s3.amazonaws.com/photos/17148043/medium.jpg
49919,Quercus kelloggii,California black oak,species,Plantae,"48460,47126,211194,47125,47124,47853,47852,47851,861029,861036,1542658",https://inaturalist-open-data.s3.amazonaws.com/photos/556747518/medium.jpg
48928,Lilium,true lilies,genus,Plantae,"48460,47126,211194,47125,47163,47329,47328,859160,859161",https://static.inaturalist.org/photos/58176964/medium.jpg
78385,Pellaea bridgesii,Bridges' cliffbrake,species,Plantae,"48460,47126,211194,121943,764796,47754,1224538,48437,545701,57232",https://static.inaturalist.org/photos/37384/medium.jpg
48571,Carex,true sedges,genus,Plantae,"48460,47126,211194,47125,47163,47162,47161,873509,924136",https://inaturalist-open-data.s3.amazonaws.com/photos/18432491/medium.jpeg
229961,Rhizocarpon lecanorinum,Crescent Map Lichen,species,Fungi,"48460,47170,48250,372740,54743,952186,117897,117898,117899,1425258,1424333",https://inaturalist-open-data.s3.amazonaws.com/photos/5199855/medium.jpeg
8021,Corvus brachyrhynchos,American Crow,species,Aves,"48460,1,2,355675,3,7251,7823,7998",https://inaturalist-open-data.s3.amazonaws.com/photos/4661023/medium.jpg
56644,Polygonia satyrus,Satyr Comma,species,Insecta,"48460,1,47120,372739,47158,184884,47157,47224,47922,202067,202066,50392",https://inaturalist-open-data.s3.amazonaws.com/photos/390722/medium.jpg
63316,Agastache urticifolia,nettle-leaf giant hyssop,species,Plantae,"48460,47126,211194,47125,47124,48151,48623,520502,918917,919180,52635",https://inaturalist-open-data.s3.amazonaws.com/photos/91360434/medium.jpeg
67856,Antitrichia,,genus,Plantae,"48460,47126,311249,48372,67858,1125765",https://inaturalist-open-data.s3.amazonaws.com/photos/113658286/medium.jpg
53437,Rosa californica,California Wild Rose,species,Plantae,"48460,47126,211194,47125,47124,47132,47148,415343,922173,53438,1607579,1511486",https://inaturalist-open-data.s3.amazonaws.com/photos/26169244/medium.jpg
1117856,Argynnis,Greater Fritillaries,genus,Insecta,"48460,1,47120,372739,47158,184884,47157,47224,47922,60854,134168",https://inaturalist-open-data.s3.amazonaws.com/photos/45008679/medium.jpg
47567,Salicaceae,willow family,family,Plantae,"48460,47126,211194,47125,47124,51820",https://inaturalist-open-data.s3.amazonaws.com/photos/79452056/medium.jpeg
51089,Quercus wislizeni,interior live oak,species,Plantae,"48460,47126,211194,47125,47124,47853,47852,47851,861029,861036,1542658",https://inaturalist-open-data.s3.amazonaws.com/photos/16828676/medium.jpg
771871,Erythranthe erubescens,Blushing Monkeyflower,species,Plantae,"48460,47126,211194,47125,47124,48151,64552,319976,982845",https://inaturalist-open-data.s3.amazonaws.com/photos/24501043/medium.jpg
76013,Carex aquatilis,water sedge,species,Plantae,"48460,47126,211194,47125,47163,47162,47161,873509,924136,48571,1120852,1460633",https://inaturalist-open-data.s3.amazonaws.com/photos/215795134/medium.jpeg
47518,Salmo trutta,Brown Trout,species,Actinopterygii,"48460,1,2,355675,47178,47521,1555655,47520,342904,47519",https://inaturalist-open-data.s3.amazonaws.com/photos/34847723/medium.jpg
45933,Sciuridae,Squirrels,family,Mammalia,"48460,1,2,355675,40151,848317,848320,848323,43698,129411",https://static.inaturalist.org/photos/57429066/medium.jpg
24259,Pseudacris regilla,Pacific chorus frog,species,Amphibia,"48460,1,2,355675,20978,20979,23540,787592,24253",https://inaturalist-open-data.s3.amazonaws.com/photos/173430494/medium.jpg
52136,Ipomopsis aggregata,Scarlet Gilia,species,Plantae,"48460,47126,211194,47125,47124,47181,48932,52137",https://inaturalist-open-data.s3.amazonaws.com/photos/317502844/medium.jpg
351822,Pholiota highlandensis,Bonfire Scalycap,species,Fungi,"48460,47170,47169,492000,50814,1094814,47167,785517,48768,64076,1366809,1433660",https://inaturalist-open-data.s3.amazonaws.com/photos/200421114/medium.jpeg
53424,Frangula,False-Buckthorns,genus,Plantae,"48460,47126,211194,47125,47124,47132,49041,1256740",https://static.inaturalist.org/photos/18560465/medium.jpeg
479943,Ganoderma polychromum,,species,Fungi,"48460,47170,47169,492000,50814,47380,47379,48475,1106981",https://inaturalist-open-data.s3.amazonaws.com/photos/19921881/medium.jpeg
62228,Ceanothus cordulatus,mountain whitethorn,species,Plantae,"48460,47126,211194,47125,47124,47132,49041,49674,1191150",https://inaturalist-open-data.s3.amazonaws.com/photos/389837281/medium.jpg
47434,Poaceae,grasses,family,Plantae,"48460,47126,211194,47125,47163,47162",https://inaturalist-open-data.s3.amazonaws.com/photos/76692662/medium.jpg
58192,Stachys albens,whitestem hedgenettle,species,Plantae,"48460,47126,211194,47125,47124,48151,48623,918903,918913,51229",https://inaturalist-open-data.s3.amazonaws.com/photos/100607690/medium.jpg
53723,Calocedrus decurrens,California incense-cedar,species,Plantae,"48460,47126,211194,136329,47375,47374,1150915,53727",https://inaturalist-open-data.s3.amazonaws.com/photos/52181671/medium.jpg
52106,Streptanthus tortuosus,Mountain Jewelflower,species,Plantae,"48460,47126,211194,47125,47124,71275,47204,1473853,1473856,792499,50621",https://inaturalist-open-data.s3.amazonaws.com/photos/84381975/medium.jpeg
221218,Herpyllus propinquus,Western Parson Spider,species,Arachnida,"48460,1,47120,245097,47119,47118,120474,342614,1529315,1529303,367173,50168,1366691,53535",https://inaturalist-open-data.s3.amazonaws.com/photos/10222346/medium.jpeg
1068235,Boechera,rockcresses,genus,Plantae,"48460,47126,211194,47125,47124,71275,47204,1473853,1473859,902756",https://inaturalist-open-data.s3.amazonaws.com/photos/64427045/medium.jpg
48151,Lamiales,"mints, plantains, olives, and allies",order,Plantae,"48460,47126,211194,47125,47124",https://inaturalist-open-data.s3.amazonaws.com/photos/45809243/medium.jpeg
630955,Anthophila,Bees,epifamily,Insecta,"48460,1,47120,372739,47158,184884,47201,124417,326777,47222",https://inaturalist-open-data.s3.amazonaws.com/photos/13123002/medium.jpg
55490,Cycloneda,Spotless Lady Beetles,genus,Insecta,"48460,1,47120,372739,47158,184884,47208,71130,372852,471714,48486,333790,333796",https://inaturalist-open-data.s3.amazonaws.com/photos/49307293/medium.jpg
52131,Phyllodoce breweri,Purple Mountain-heath,species,Plantae,"48460,47126,211194,47125,47124,47181,133387,634911,920524,52132",https://inaturalist-open-data.s3.amazonaws.com/photos/23291/medium.jpg
46086,Marmota flaviventris,Yellow-bellied Marmot,species,Mammalia,"48460,1,2,355675,40151,848317,848320,848323,43698,129411,45933,339572,209650,46078,1431486",https://inaturalist-open-data.s3.amazonaws.com/photos/32635/medium.jpg
8234,Cyanocitta stelleri,Steller's Jay,species,Aves,"48460,1,2,355675,3,7251,7823,8228",https://inaturalist-open-data.s3.amazonaws.com/photos/462234787/medium.jpg
48267,Crotalus oreganus oreganus,Northern Pacific Rattlesnake,subspecies,Reptilia,"48460,1,2,355675,26036,26172,85553,30667,797576,30692,48268",https://inaturalist-open-data.s3.amazonaws.com/photos/764916/medium.jpg
78896,Rudbeckia californica,California coneflower,species,Plantae,"48460,47126,211194,47125,47124,47605,47604,632790,605446,888924,62742,888919",https://inaturalist-open-data.s3.amazonaws.com/photos/4445956/medium.jpeg
50190,Cicadoidea,Cicadas,superfamily,Insecta,"48460,1,47120,372739,47158,184884,47744,125816,372849",https://inaturalist-open-data.s3.amazonaws.com/photos/174648837/medium.jpeg
48256,Pseudotsuga menziesii,Douglas-fir,species,Plantae,"48460,47126,211194,136329,47375,47562,1456301,48257",https://inaturalist-open-data.s3.amazonaws.com/photos/140217013/medium.jpg
58826,Euthamia occidentalis,western goldenrod,species,Plantae,"48460,47126,211194,47125,47124,47605,47604,632790,461542,1345156,58827",https://inaturalist-open-data.s3.amazonaws.com/photos/53836253/medium.jpeg
7998,Corvus,Crows and Ravens,genus,Aves,"48460,1,2,355675,3,7251,7823",https://inaturalist-open-data.s3.amazonaws.com/photos/14518648/medium.jpg
59122,Pontia,,genus,Insecta,"48460,1,47120,372739,47158,184884,47157,47224,48508,209720,321384,475032",https://inaturalist-open-data.s3.amazonaws.com/photos/28425604/medium.jpg
51953,Tachinidae,Tachinid Flies,family,Insecta,"48460,1,47120,372739,47158,184884,47822,48091,372853,48089,342767,356157",https://inaturalist-open-data.s3.amazonaws.com/photos/6026528/medium.jpg
81495,Libellula pulchella,Twelve-spotted Skimmer,species,Insecta,"48460,1,47120,372739,47158,184884,47792,47927,1317176,47819,47818",https://inaturalist-open-data.s3.amazonaws.com/photos/92224419/medium.jpg
49596,Salvelinus fontinalis,Brook Trout,species,Actinopterygii,"48460,1,2,355675,47178,47521,1555655,47520,342904,49597",https://inaturalist-open-data.s3.amazonaws.com/photos/81903859/medium.jpg
78810,Quercus vacciniifolia,huckleberry oak,species,Plantae,"48460,47126,211194,47125,47124,47853,47852,47851,861029,861037",https://static.inaturalist.org/photos/219224684/medium.jpg
10274,Pheucticus melanocephalus,Black-headed Grosbeak,species,Aves,"48460,1,2,355675,3,7251,71305,10269",https://inaturalist-open-data.s3.amazonaws.com/photos/390443967/medium.jpg
569146,Diospyros glabra,Cape Starapple,species,Plantae,"48460,47126,211194,47125,47124,47181,71506,83434",https://inaturalist-open-data.s3.amazonaws.com/photos/15158765/medium.jpg
632126,Protoparmeliopsis muralis,Stonewall Rim Lichen,species,Fungi,"48460,47170,48250,372740,54743,952186,48327,50253,532707",https://inaturalist-open-data.s3.amazonaws.com/photos/20724471/medium.jpg
71075,Cordylanthus tenuis,slender bird's beak,species,Plantae,"48460,47126,211194,47125,47124,48151,47322,902069,57273",https://inaturalist-open-data.s3.amazonaws.com/photos/150522/medium.jpg
79302,Symphyotrichum spathulatum,western mountain aster,species,Plantae,"48460,47126,211194,47125,47124,47605,47604,632790,461542,972608,56112,1416869,1416880",https://inaturalist-open-data.s3.amazonaws.com/photos/23427191/medium.jpg
58827,Euthamia,grass-leaved goldenrods,genus,Plantae,"48460,47126,211194,47125,47124,47605,47604,632790,461542,1345156",https://inaturalist-open-data.s3.amazonaws.com/photos/166199361/medium.jpg
75958,Calyptridium monospermum,One-seeded Pussypaws,species,Plantae,"48460,47126,211194,47125,47124,47366,71417,72027",https://inaturalist-open-data.s3.amazonaws.com/photos/962129/medium.JPG
78540,Phleum alpinum,Alpine Timothy,species,Plantae,"48460,47126,211194,47125,47163,47162,47434,514989,552962,1138145,57193",https://inaturalist-open-data.s3.amazonaws.com/photos/225222190/medium.jpg
311292,Neolentinus ponderosus,Giant Sawgill,species,Fungi,"48460,47170,47169,492000,50814,67339,67340,311293",https://inaturalist-open-data.s3.amazonaws.com/photos/4782765/medium.jpeg
76152,Castilleja peirsonii,Peirson's Paintbrush,species,Plantae,"48460,47126,211194,47125,47124,48151,47322,902069,49340",https://inaturalist-open-data.s3.amazonaws.com/photos/24073580/medium.jpeg
78420,Penstemon rydbergii,Rydberg's Beardtongue,species,Plantae,"48460,47126,211194,47125,47124,48151,50638,840998,48367,1368654,1368667",https://inaturalist-open-data.s3.amazonaws.com/photos/4247616/medium.jpg
53453,Salix,Willows,genus,Plantae,"48460,47126,211194,47125,47124,51820,47567",https://inaturalist-open-data.s3.amazonaws.com/photos/11846/medium.jpg
63960,Rubus leucodermis,whitebark raspberry,species,Plantae,"48460,47126,211194,47125,47124,47132,47148,415343,922171,47544",https://static.inaturalist.org/photos/22798930/medium.jpg
55135,Arctostaphylos viscida,Whiteleaf Manzanita,species,Plantae,"48460,47126,211194,47125,47124,47181,133387,571287,47179",https://inaturalist-open-data.s3.amazonaws.com/photos/13758698/medium.jpeg
48561,Cirsium,Plume Thistles,genus,Plantae,"48460,47126,211194,47125,47124,47605,47604,201654,632883,632885",https://static.inaturalist.org/photos/59587162/medium.jpg
55910,Hieracium,hawkweeds,genus,Plantae,"48460,47126,211194,47125,47124,47605,47604,447425,359450,632702",https://inaturalist-open-data.s3.amazonaws.com/photos/72202962/medium.jpeg
52681,Pteridium aquilinum,common bracken,species,Plantae,"48460,47126,211194,121943,764796,47754,1224539,52682,52683",https://inaturalist-open-data.s3.amazonaws.com/photos/64559686/medium.jpg
143799,Sambucus cerulea,blue elder,species,Plantae,"48460,47126,211194,47125,47124,48526,781703,52689",https://inaturalist-open-data.s3.amazonaws.com/photos/46738687/medium.jpg
632790,Asteroideae,,subfamily,Plantae,"48460,47126,211194,47125,47124,47605,47604",https://inaturalist-open-data.s3.amazonaws.com/photos/55028542/medium.jpg
78022,Micranthes bryophora,Bud Saxifrage,species,Plantae,"48460,47126,211194,47125,47124,71289,48386,1424211,72236,1540039",https://inaturalist-open-data.s3.amazonaws.com/photos/14510/medium.jpg
62697,Silene sargentii,Sargent's Catchfly,species,Plantae,"48460,47126,211194,47125,47124,47366,48567,791473,791475,52195,1395950,1395968",https://inaturalist-open-data.s3.amazonaws.com/photos/23329/medium.jpg
57912,Artemisia dracunculus,Tarragon,species,Plantae,"48460,47126,211194,47125,47124,47605,47604,632790,373844,900983,52855,1123941",https://inaturalist-open-data.s3.amazonaws.com/photos/84568291/medium.jpg
76879,Ericameria bloomeri,Bloomer's goldenbush,species,Plantae,"48460,47126,211194,47125,47124,47605,47604,632790,461542,901804,57933",https://inaturalist-open-data.s3.amazonaws.com/photos/48713375/medium.jpeg
226220,Oecanthus californicus,Western Tree Cricket,species,Insecta,"48460,1,47120,372739,47158,184884,47651,132694,358855,50158,1449512,148912,1436169,523896,63036,1563143",https://static.inaturalist.org/photos/2534182/medium.jpg
57272,Cordylanthus rigidus,Stiffbranch Bird's Beak,species,Plantae,"48460,47126,211194,47125,47124,48151,47322,902069,57273",https://inaturalist-open-data.s3.amazonaws.com/photos/416468014/medium.jpeg
57236,Pellaea mucronata,bird's foot cliffbrake,species,Plantae,"48460,47126,211194,121943,764796,47754,1224538,48437,545701,57232",https://inaturalist-open-data.s3.amazonaws.com/photos/378024608/medium.jpg
67905,Polytrichum piliferum,bristly haircap moss,species,Plantae,"48460,47126,311249,785240,1122192,55333,67912",https://static.inaturalist.org/photos/326567793/medium.jpg
153388,Circotettix maculatus,Dancing Grasshopper,species,Insecta,"48460,1,47120,372739,47158,184884,47651,67688,700600,47650,47649,129164,523486,153389",https://inaturalist-open-data.s3.amazonaws.com/photos/10316836/medium.jpeg
52153,Triteleia ixioides,Prettyface,species,Plantae,"48460,47126,211194,47125,47163,47218,47599,508839,51086",https://inaturalist-open-data.s3.amazonaws.com/photos/434494/medium.jpg
538893,Psithyrus,Cuckoo Bumble Bees,subgenus,Insecta,"48460,1,47120,372739,47158,184884,47201,124417,326777,47222,630955,47221,199939,538883,52775",https://inaturalist-open-data.s3.amazonaws.com/photos/41446582/medium.jpg
67379,Lupinus latifolius,Broadleaf Lupine,species,Plantae,"48460,47126,211194,47125,47124,47123,47122,507502,548591,47121",https://inaturalist-open-data.s3.amazonaws.com/photos/222664185/medium.jpeg
51901,Antennaria,pussytoes,genus,Plantae,"48460,47126,211194,47125,47124,47605,47604,632790,324787,1410494",https://inaturalist-open-data.s3.amazonaws.com/photos/9390719/medium.jpeg
60533,Castilleja lemmonii,Lemmon's paintbrush,species,Plantae,"48460,47126,211194,47125,47124,48151,47322,902069,49340",https://inaturalist-open-data.s3.amazonaws.com/photos/221590992/medium.jpeg
125055,Umbilicaria phaea,Emery Rocktripe Lichen,species,Fungi,"48460,47170,48250,372740,54743,1094436,1094443,59970,59968",https://inaturalist-open-data.s3.amazonaws.com/photos/351531231/medium.jpg
60845,Ericameria discoidea,whitestem goldenbush,species,Plantae,"48460,47126,211194,47125,47124,47605,47604,632790,461542,901804,57933",https://inaturalist-open-data.s3.amazonaws.com/photos/1088324/medium.JPG
52792,Elymus,wild ryes and wheatgrasses,genus,Plantae,"48460,47126,211194,47125,47163,47162,47434,514989,709543,1138150",https://inaturalist-open-data.s3.amazonaws.com/photos/49723/medium.jpg
52855,Artemisia,wormwoods and sagebrushes,genus,Plantae,"48460,47126,211194,47125,47124,47605,47604,632790,373844,900983",https://inaturalist-open-data.s3.amazonaws.com/photos/142854263/medium.jpeg
76148,Castilleja miniata,giant red paintbrush,species,Plantae,"48460,47126,211194,47125,47124,48151,47322,902069,49340",https://inaturalist-open-data.s3.amazonaws.com/photos/42374889/medium.jpeg
49340,Castilleja,Paintbrushes,genus,Plantae,"48460,47126,211194,47125,47124,48151,47322,902069",https://static.inaturalist.org/photos/342511568/medium.jpg
52713,Calamagrostis,Reedgrasses,genus,Plantae,"48460,47126,211194,47125,47163,47162,47434,514989,552962,1138128",https://inaturalist-open-data.s3.amazonaws.com/photos/154503428/medium.jpeg
52989,Cirsium vulgare,Bull Thistle,species,Plantae,"48460,47126,211194,47125,47124,47605,47604,201654,632883,632885,48561",https://inaturalist-open-data.s3.amazonaws.com/photos/306770747/medium.jpeg
194385,Lactarius deterrimus,Orange-latex Milky,species,Fungi,"48460,47170,47169,492000,50814,48341,48340,54597,1174534,1303228",https://inaturalist-open-data.s3.amazonaws.com/photos/172926337/medium.jpeg
47226,Papilio rutulus,Western Tiger Swallowtail,species,Insecta,"48460,1,47120,372739,47158,184884,47157,47224,47223,49973,207785,47225,545186",https://inaturalist-open-data.s3.amazonaws.com/photos/18957208/medium.jpg
321460,Monochamus obtusus,,species,Insecta,"48460,1,47120,372739,47158,184884,47208,71130,372852,963992,47961,50265,503968,82044,740173",https://inaturalist-open-data.s3.amazonaws.com/photos/47281510/medium.jpeg
77072,Erysimum perenne,Mountain Wallflower,species,Plantae,"48460,47126,211194,47125,47124,71275,47204,1473853,1473859,903171,50630",https://inaturalist-open-data.s3.amazonaws.com/photos/200045/medium.jpg
54743,Lecanoromycetes,common lichens,class,Fungi,"48460,47170,48250,372740",https://inaturalist-open-data.s3.amazonaws.com/photos/63445240/medium.jpeg
154105,Lecidea fuscoatra,,species,Fungi,"48460,47170,48250,372740,54743,952186,125752,154106,154107",https://inaturalist-open-data.s3.amazonaws.com/photos/220674455/medium.jpeg
79218,Stephanomeria tenuifolia,narrow-leaved wirelettuce,species,Plantae,"48460,47126,211194,47125,47124,47605,47604,447425,359450,632705,56986",https://inaturalist-open-data.s3.amazonaws.com/photos/59491474/medium.jpg
861037,Protobalanus,North America intermediate oaks,section,Plantae,"48460,47126,211194,47125,47124,47853,47852,47851,861029",https://inaturalist-open-data.s3.amazonaws.com/photos/548634/medium.jpg
48367,Penstemon,beardtongues,genus,Plantae,"48460,47126,211194,47125,47124,48151,50638,840998",https://inaturalist-open-data.s3.amazonaws.com/photos/84784274/medium.jpeg
75537,Arctostaphylos patula,greenleaf manzanita,species,Plantae,"48460,47126,211194,47125,47124,47181,133387,571287,47179",https://inaturalist-open-data.s3.amazonaws.com/photos/6337211/medium.jpg
635401,Erythranthe primuloides,primrose monkeyflower,species,Plantae,"48460,47126,211194,47125,47124,48151,64552,319976,982841",https://inaturalist-open-data.s3.amazonaws.com/photos/13525987/medium.jpg
79183,Spiraea splendens,Mountain Spirea,species,Plantae,"48460,47126,211194,47125,47124,47132,47148,922110,922116,48681",https://inaturalist-open-data.s3.amazonaws.com/photos/14534/medium.jpg
78691,Polygonum shastense,Shasta knotweed,species,Plantae,"48460,47126,211194,47125,47124,47366,48382,922206,922238,922239,48972,1413449",https://inaturalist-open-data.s3.amazonaws.com/photos/1916067/medium.jpg
54613,Letharia vulpina,wolf lichen,species,Fungi,"48460,47170,48250,372740,54743,952186,48327,54321,1094690,54623",https://inaturalist-open-data.s3.amazonaws.com/photos/7315/medium.jpg
54322,Vulpicida,Sunshine Lichens,genus,Fungi,"48460,47170,48250,372740,54743,952186,48327,54321,1094690",https://inaturalist-open-data.s3.amazonaws.com/photos/7316/medium.jpg
77415,Hieracium horridum,Prickly Hawkweed,species,Plantae,"48460,47126,211194,47125,47124,47605,47604,447425,359450,632702,55910",https://inaturalist-open-data.s3.amazonaws.com/photos/4381617/medium.jpeg
48353,Vaccinium,"blueberries, cranberries, and allies",genus,Plantae,"48460,47126,211194,47125,47124,47181,133387,634914,919967",https://inaturalist-open-data.s3.amazonaws.com/photos/56288/medium.jpg
53226,Boisea rubrolineata,Western Boxelder Bug,species,Insecta,"48460,1,47120,372739,47158,184884,47744,61267,372868,51776,53225,450173,53224",https://inaturalist-open-data.s3.amazonaws.com/photos/5298/medium.jpg
18236,Colaptes auratus,Northern Flicker,species,Aves,"48460,1,2,355675,3,17550,17599,18230",https://inaturalist-open-data.s3.amazonaws.com/photos/123812445/medium.jpg
1399,Oreortyx pictus,Mountain Quail,species,Aves,"48460,1,2,355675,3,573,1278,1398",https://static.inaturalist.org/photos/214188321/medium.jpg
52971,Epilobium brachycarpum,panicled willowherb,species,Plantae,"48460,47126,211194,47125,47124,47791,47790,52972",https://inaturalist-open-data.s3.amazonaws.com/photos/320668528/medium.jpeg
78434,Perideridia gairdneri,Gairdner's Yampah,species,Plantae,"48460,47126,211194,47125,47124,48700,48699,790553,790586,56839",https://inaturalist-open-data.s3.amazonaws.com/photos/420953222/medium.jpeg
53502,Brickellia,brickellbushes,genus,Plantae,"48460,47126,211194,47125,47124,47605,47604,632790,153419,901038",https://static.inaturalist.org/photos/52196532/medium.jpeg
60532,Pedicularis attollens,Little Elephant's Head,species,Plantae,"48460,47126,211194,47125,47124,48151,47322,902069,49646",https://inaturalist-open-data.s3.amazonaws.com/photos/14530/medium.jpg
47170,Fungi,Fungi Including Lichens,kingdom,Fungi,48460,https://inaturalist-open-data.s3.amazonaws.com/photos/260296784/medium.jpg
50842,Hosackia,,genus,Plantae,"48460,47126,211194,47125,47124,47123,47122,507502,533443",https://inaturalist-open-data.s3.amazonaws.com/photos/75764305/medium.jpeg
8010,Corvus corax,Common Raven,species,Aves,"48460,1,2,355675,3,7251,7823,7998",https://inaturalist-open-data.s3.amazonaws.com/photos/54389687/medium.jpg
564969,Chamaenerion angustifolium,fireweed,species,Plantae,"48460,47126,211194,47125,47124,47791,47790,564913",https://inaturalist-open-data.s3.amazonaws.com/photos/145664133/medium.jpg
498078,Deconica montana,mountain moss deconica,species,Fungi,"48460,47170,47169,492000,50814,1094814,47167,785517,416512,379689",https://inaturalist-open-data.s3.amazonaws.com/photos/181325359/medium.jpeg
336654,Buteo jamaicensis calurus,Western Red-tailed Hawk,subspecies,Aves,"48460,1,2,355675,3,71261,5067,1542783,5179,5212",https://inaturalist-open-data.s3.amazonaws.com/photos/442171390/medium.jpeg
53093,Helenium,sneezeweeds,genus,Plantae,"48460,47126,211194,47125,47124,47605,47604,632790,632795,635184",https://inaturalist-open-data.s3.amazonaws.com/photos/88727490/medium.jpg
1456575,Argynnis egleis,Great Basin Fritillary,species,Insecta,"48460,1,47120,372739,47158,184884,47157,47224,47922,60854,134168,1117856,1456549",https://inaturalist-open-data.s3.amazonaws.com/photos/20982047/medium.jpg
50259,Arceuthobium,Dwarf-Mistletoes,genus,Plantae,"48460,47126,211194,47125,47124,49669,59992,577688",https://inaturalist-open-data.s3.amazonaws.com/photos/9166/medium.jpg
118913,Dolichovespula arenaria,Common Aerial Yellowjacket,species,Insecta,"48460,1,47120,372739,47158,184884,47201,124417,326777,48740,52747,84738,52912",https://inaturalist-open-data.s3.amazonaws.com/photos/1850359/medium.jpg
60500,Veratrum californicum,Corn Lily,species,Plantae,"48460,47126,211194,47125,47163,47329,49464,858331,60502",https://static.inaturalist.org/photos/96971645/medium.jpg
53490,Suillus,Slippery Jacks,genus,Fungi,"48460,47170,47169,492000,50814,1094814,48427,1432580,53489",https://inaturalist-open-data.s3.amazonaws.com/photos/5732668/medium.jpeg
75589,Artemisia michauxiana,lemon sagewort,species,Plantae,"48460,47126,211194,47125,47124,47605,47604,632790,373844,900983,52855",https://inaturalist-open-data.s3.amazonaws.com/photos/117915/medium.jpg
70395,Castilleja applegatei,wavyleaf paintbrush,species,Plantae,"48460,47126,211194,47125,47124,48151,47322,902069,49340",https://inaturalist-open-data.s3.amazonaws.com/photos/160349589/medium.jpg
48244,Aquilegia formosa,western columbine,species,Plantae,"48460,47126,211194,47125,47124,48232,48231,746708,48245",https://inaturalist-open-data.s3.amazonaws.com/photos/367958108/medium.jpg
50175,Enallagma,Bluets,genus,Insecta,"48460,1,47120,372739,47158,184884,47792,47928,426081,47925",https://static.inaturalist.org/photos/4911480/medium.jpg
