id,name,preferred_common_name,rank,iconic_taxon_name,ancestor_ids,photo_url
180007,Otospermophilus beecheyi,California Ground Squirrel,species,Mammalia,"48460,1,2,355675,40151,848317,848320,848323,43698,129411,45933,339572,209650,179939",https://inaturalist-open-data.s3.amazonaws.com/photos/1353651/medium.jpg
8520,Nucifraga columbiana,Clark's Nutcracker,species,Aves,"48460,1,2,355675,3,7251,7823,8518",https://static.inaturalist.org/photos/350111806/medium.jpg
48807,Umbellularia californica,California bay,species,Plantae,"48460,47126,211194,47125,47124,48808,48809,48810",https://inaturalist-open-data.s3.amazonaws.com/photos/264601982/medium.jpg
5206,Buteo lineatus,Red-shouldered Hawk,species,Aves,"48460,1,2,355675,3,71261,5067,1542783,5179",https://inaturalist-open-data.s3.amazonaws.com/photos/5600620/medium.jpg
50743,Spiranthes romanzoffiana,Hooded Ladies' Tresses,species,Plantae,"48460,47126,211194,47125,47163,47218,47217,738348,544791,788256,50741",https://inaturalist-open-data.s3.amazonaws.com/photos/85942231/medium.jpg
77738,Ligusticum grayi,Gray's Lovage,species,Plantae,"48460,47126,211194,47125,47124,48700,48699,790553,790592,59314",https://inaturalist-open-data.s3.amazonaws.com/photos/454335802/medium.jpeg
78950,Salix petrophila,rocky mountain willow,species,Plantae,"48460,47126,211194,47125,47124,51820,47567,53453,1237135,1237142",https://inaturalist-open-data.s3.amazonaws.com/photos/4580108/medium.jpg
77455,Hosackia crassifolia,Big deervetch,species,Plantae,"48460,47126,211194,47125,47124,47123,47122,507502,533443,50842",https://inaturalist-open-data.s3.amazonaws.com/photos/12498169/medium.jpeg
67912,Polytrichum,haircap mosses,genus,Plantae,"48460,47126,311249,785240,1122192,55333",https://inaturalist-open-data.s3.amazonaws.com/photos/80840711/medium.jpeg
47121,Lupinus,lupines,genus,Plantae,"48460,47126,211194,47125,47124,47123,47122,507502,548591",https://inaturalist-open-data.s3.amazonaws.com/photos/249761150/medium.jpeg
68954,Camponotus modoc,Western Black Carpenter Ant,species,Insecta,"48460,1,47120,372739,47158,184884,47201,124417,326777,1269340,47336,244834,334375,62781,519191",https://static.inaturalist.org/photos/202740321/medium.jpg
164881,Lupinus burkei,Burke's Lupine,species,Plantae,"48460,47126,211194,47125,47124,47123,47122,507502,548591,47121",https://inaturalist-open-data.s3.amazonaws.com/photos/79876038/medium.jpeg
52854,Artemisia douglasiana,California mugwort,species,Plantae,"48460,47126,211194,47125,47124,47605,47604,632790,373844,900983,52855,1123942",https://inaturalist-open-data.s3.amazonaws.com/photos/5232/medium.jpg
58796,Asclepias eriocarpa,woollypod milkweed,species,Plantae,"48460,47126,211194,47125,47124,47363,47362,373579,632307,632069,47906",https://inaturalist-open-data.s3.amazonaws.com/photos/46117845/medium.jpg
47562,Pinaceae,pine family,family,Plantae,"48460,47126,211194,136329,47375",https://inaturalist-open-data.s3.amazonaws.com/photos/275129245/medium.jpg
52667,Adiantum aleuticum,western maidenhair fern,species,Plantae,"48460,47126,211194,121943,764796,47754,1224538,48437,545735,48436,1619485",https://inaturalist-open-data.s3.amazonaws.com/photos/76874/medium.jpg
59556,Cercis occidentalis,Western Redbud,species,Plantae,"48460,47126,211194,47125,47124,47123,47122,746804,746816,48801",https://inaturalist-open-data.s3.amazonaws.com/photos/450999973/medium.jpeg
47544,Rubus,brambles,genus,Plantae,"48460,47126,211194,47125,47124,47132,47148,415343,922171",https://inaturalist-open-data.s3.amazonaws.com/photos/1148035/medium.JPG
77123,Eurybia integrifolia,thickstem aster,species,Plantae,"48460,47126,211194,47125,47124,47605,47604,632790,461542,972893,52975",https://inaturalist-open-data.s3.amazonaws.com/photos/4568192/medium.jpeg
17855,Dryocopus pileatus,Pileated Woodpecker,species,Aves,"48460,1,2,355675,3,17550,17599,17834",https://inaturalist-open-data.s3.amazonaws.com/photos/168915535/medium.jpg
60507,Clarkia williamsonii,Fort Miller clarkia,species,Plantae,"48460,47126,211194,47125,47124,47791,47790,47789",https://static.inaturalist.org/photos/2016607/medium.jpg
53708,Pacifastacus leniusculus,Signal Crayfish,species,Animalia,"48460,1,47120,85493,473790,47187,774775,144113,47186,118451,311310,47783,53709,53710",https://inaturalist-open-data.s3.amazonaws.com/photos/173071795/medium.jpg
179939,Otospermophilus,North American Rock Squirrels,genus,Mammalia,"48460,1,2,355675,40151,848317,848320,848323,43698,129411,45933,339572,209650",https://static.inaturalist.org/photos/399579/medium.jpg
53046,Eriogonum nudum,Naked Buckwheat,species,Plantae,"48460,47126,211194,47125,47124,47366,48382,922207,922210,48939,1112639",https://inaturalist-open-data.s3.amazonaws.com/photos/153468/medium.jpg
197810,Neotamias merriami,Merriam's Chipmunk,species,Mammalia,"48460,1,2,355675,40151,848317,848320,848323,43698,129411,45933,339572,1279829,197808",https://static.inaturalist.org/photos/29584082/medium.jpg
118084,Phaeolus schweinitzii,Dyer's Polypore,species,Fungi,"48460,47170,47169,492000,50814,47380,1415508,118088",https://inaturalist-open-data.s3.amazonaws.com/photos/11773675/medium.jpg
118032,Guepiniopsis alpina,alpine jelly cone,species,Fungi,"48460,47170,47169,492000,53277,53278,53279,118033",https://inaturalist-open-data.s3.amazonaws.com/photos/40184816/medium.jpg
48549,Vanessa virginiensis,American Lady,species,Insecta,"48460,1,47120,372739,47158,184884,47157,47224,47922,202067,202066,48507",https://static.inaturalist.org/photos/241068515/medium.jpg
78280,Oreostemma alpigenum,Tundra Aster,species,Plantae,"48460,47126,211194,47125,47124,47605,47604,632790,461542,972893,62197",https://inaturalist-open-data.s3.amazonaws.com/photos/4112949/medium.jpg
48934,Pinus contorta,lodgepole pine,species,Plantae,"48460,47126,211194,136329,47375,47562,1456301,47561,790732,790770,1606858",https://inaturalist-open-data.s3.amazonaws.com/photos/45880976/medium.jpeg
1044224,Castilleja disticha,Distichous Paintbrush,species,Plantae,"48460,47126,211194,47125,47124,48151,47322,902069,49340",https://inaturalist-open-data.s3.amazonaws.com/photos/398337257/medium.jpg
10325,Euphagus cyanocephalus,Brewer's Blackbird,species,Aves,"48460,1,2,355675,3,7251,11989,10321",https://static.inaturalist.org/photos/704834/medium.jpg
79155,Solidago velutina,velvety goldenrod,species,Plantae,"48460,47126,211194,47125,47124,47605,47604,632790,461542,972606,48678,1454394,1454407,1454409",https://inaturalist-open-data.s3.amazonaws.com/photos/2143455/medium.jpg
18460,Sphyrapicus thyroideus,Williamson's Sapsucker,species,Aves,"48460,1,2,355675,3,17550,17599,18459",https://inaturalist-open-data.s3.amazonaws.com/photos/207903479/medium.jpg
28400,Thamnophis elegans elegans,Mountain Garter Snake,subspecies,Reptilia,"48460,1,2,355675,26036,26172,85553,26504,532896,28339,28398",https://inaturalist-open-data.s3.amazonaws.com/photos/17588796/medium.jpg
127452,Pterophorinae,,subfamily,Insecta,"48460,1,47120,372739,47158,184884,47157,47405,47404",https://inaturalist-open-data.s3.amazonaws.com/photos/117750/medium.jpg
59780,Pedicularis groenlandica,Elephant's-Head lousewort,species,Plantae,"48460,47126,211194,47125,47124,48151,47322,902069,49646",https://inaturalist-open-data.s3.amazonaws.com/photos/13622/medium.jpg
60843,Wyethia mollis,woolly mule's ears,species,Plantae,"48460,47126,211194,47125,47124,47605,47604,632790,605446,1116307,48243",https://inaturalist-open-data.s3.amazonaws.com/photos/19476971/medium.jpg
792994,Dryobates albolarvatus,White-headed Woodpecker,species,Aves,"48460,1,2,355675,3,17550,17599,792976",https://static.inaturalist.org/photos/222639432/medium.jpg
48798,Sidalcea,Checkerblooms,genus,Plantae,"48460,47126,211194,47125,47124,48796,48797,860115,860842",https://inaturalist-open-data.s3.amazonaws.com/photos/7333/medium.jpg
64972,Anaxyrus canorus,Yosemite Toad,species,Amphibia,"48460,1,2,355675,20978,20979,21359,64747",https://static.inaturalist.org/photos/6260883/medium.jpg
78352,Parnassia palustris,marsh grass-of-Parnassus,species,Plantae,"48460,47126,211194,47125,47124,47540,47539,943269,61837",https://static.inaturalist.org/photos/534732685/medium.jpg
54436,Rubus idaeus,red raspberry,species,Plantae,"48460,47126,211194,47125,47124,47132,47148,415343,922171,47544,1360635,1449387",https://inaturalist-open-data.s3.amazonaws.com/photos/358785151/medium.jpg
77991,Mentha canadensis,Canada mint,species,Plantae,"48460,47126,211194,47125,47124,48151,48623,520502,918917,919178,54570",https://static.inaturalist.org/photos/226556094/medium.jpg
53196,Rumex,docks and sorrels,genus,Plantae,"48460,47126,211194,47125,47124,47366,48382,922206,922242",https://inaturalist-open-data.s3.amazonaws.com/photos/14989/medium.jpg
59194,Ochlodes sylvanoides,Woodland Skipper,species,Insecta,"48460,1,47120,372739,47158,184884,47157,47224,47653,122493,320552,1363159,55786",https://static.inaturalist.org/photos/25673824/medium.jpeg
52833,Anaphalis margaritacea,pearly everlasting,species,Plantae,"48460,47126,211194,47125,47124,47605,47604,632790,324787,1410494,52834",https://inaturalist-open-data.s3.amazonaws.com/photos/22242630/medium.jpg
48699,Apiaceae,carrot family,family,Plantae,"48460,47126,211194,47125,47124,48700",https://inaturalist-open-data.s3.amazonaws.com/photos/8872/medium.jpg
47169,Basidiomycota,Basidiomycete Fungi,phylum,Fungi,"48460,47170",https://inaturalist-open-data.s3.amazonaws.com/photos/160331738/medium.jpg
337429,Stratiomyinae,,subfamily,Insecta,"48460,1,47120,372739,47158,184884,47822,48091,372865,564285,70127",https://inaturalist-open-data.s3.amazonaws.com/photos/103987433/medium.jpg
1094690,Parmelioideae,typical shield lichens,subfamily,Fungi,"48460,47170,48250,372740,54743,952186,48327,54321",https://inaturalist-open-data.s3.amazonaws.com/photos/76536882/medium.jpg
53186,Potentilla,cinquefoils,genus,Plantae,"48460,47126,211194,47125,47124,47132,47148,415343,885411,975960",https://inaturalist-open-data.s3.amazonaws.com/photos/29778840/medium.jpg
61032,Hypericum anagalloides,Bog St. John's-wort,species,Plantae,"48460,47126,211194,47125,47124,51820,71412,858902,52761,1520988,1520989",https://inaturalist-open-data.s3.amazonaws.com/photos/396680345/medium.jpg
51575,Laphria,Bee-mimic Robber Flies,genus,Insecta,"48460,1,47120,372739,47158,184884,47822,48091,372865,354603,47982,84433,639846",https://static.inaturalist.org/photos/19354433/medium.jpg
77853,Lupinus breweri,Brewer's Lupine,species,Plantae,"48460,47126,211194,47125,47124,47123,47122,507502,548591,47121",https://inaturalist-open-data.s3.amazonaws.com/photos/9695153/medium.jpeg
52972,Epilobium,willowherbs,genus,Plantae,"48460,47126,211194,47125,47124,47791,47790",https://inaturalist-open-data.s3.amazonaws.com/photos/16455/medium.jpg
59567,Sequoiadendron giganteum,giant sequoia,species,Plantae,"48460,47126,211194,136329,47375,47374,1150916,59531",https://inaturalist-open-data.s3.amazonaws.com/photos/60664816/medium.jpg
63108,Hygrophorus,Woodwaxes,genus,Fungi,"48460,47170,47169,492000,50814,1094814,47167,1128302,51870,1135223,1135224",https://inaturalist-open-data.s3.amazonaws.com/photos/20646/medium.jpg
52834,Anaphalis,everlastings,genus,Plantae,"48460,47126,211194,47125,47124,47605,47604,632790,324787,1410494",https://static.inaturalist.org/photos/300017666/medium.jpeg
47868,Philodromidae,Running Crab Spiders,family,Arachnida,"48460,1,47120,245097,47119,47118,120474,342614,1529315,1529303",https://inaturalist-open-data.s3.amazonaws.com/photos/51239037/medium.jpg
48227,Acer macrophyllum,bigleaf maple,species,Plantae,"48460,47126,211194,47125,47124,47729,58321,47727,1466296",https://inaturalist-open-data.s3.amazonaws.com/photos/192704132/medium.jpeg
